loan_id,orig_balance,current_balance,coupon,fico,ltv,dti,seasoning_mo,remaining_term_mo,state,property_type,originator,servicer,base_cpr,base_cdr
L101062,206950.54,205873.85,6.786,820,62.3,41.0,6,354,NY,SFR,Meridian Home Loans,Northgate Servicing,0.06214,0.008
L101063,360873.26,344776.87,7.346,724,71.4,34.0,14,166,NC,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L101064,193778.59,188014.59,5.801,699,70.5,48.6,27,333,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.113955,0.00899
L101065,237734.99,228611.74,7.226,715,78.3,39.5,12,168,NC,Multifamily,Meridian Home Loans,Northgate Servicing,0.06,0.008
L101066,166843.76,163318.87,7.214,729,48.6,43.5,25,335,TX,SFR,Highline Capital,Northgate Servicing,0.06,0.008
L101067,284719.08,280225.51,7.762,739,84.7,18.7,21,339,NY,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L101068,402638.37,388046.59,4.898,820,65.9,35.3,28,332,OH,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.15809333333333336,0.008
L101069,236316.04,225759.9,5.584,669,88.6,39.3,38,322,NY,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.13080000000000003,0.013179999999999999
L101070,226633.62,225157.87,7.141,762,68.3,37.8,8,352,NC,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101071,164371.45,154815.87,4.014,726,73.4,43.7,38,322,NY,Condo,Meridian Home Loans,Northgate Servicing,0.20929999999999999,0.008
L101072,224077.57,221933.29,6.843,629,97.0,33.1,11,349,WA,SFR,Apex Funding,Pier Asset Mgmt,0.052878333333333326,0.017606666666666666
L101073,139040.7,138827.57,7.354,757,70.7,36.4,2,358,WA,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101074,176397.05,172433.88,5.881,785,88.9,45.4,21,339,WA,SFR,Apex Funding,Pier Asset Mgmt,0.09916499999999999,0.008
L101075,262859.54,258803.76,6.013,668,74.5,17.8,15,345,NY,SFR,Highline Capital,Northgate Servicing,0.084675,0.010436666666666667
L101076,385252.65,381339.09,5.433,715,79.0,40.7,9,351,NY,SFR,Coastal Mortgage Co,Northgate Servicing,0.083505,0.008
L101077,649023.24,635296.22,5.931,620,74.8,33.3,20,340,NC,2-4 Unit,Highline Capital,Northgate Servicing,0.08563333333333333,0.016300000000000002
L101078,197737.41,188737.41,5.957,646,84.2,28.7,41,319,OH,SFR,Apex Funding,Pier Asset Mgmt,0.10215,0.014333333333333333
L101079,401256.06,388812.5,5.785,773,65.8,38.7,28,332,GA,Condo,Meridian Home Loans,Summit Loan Servicing,0.1167,0.008
L101080,264425.11,253906.45,5.736,689,62.2,45.8,35,325,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.12320000000000002,0.008973333333333333
L101081,230282.78,228470.56,6.156,654,66.3,44.3,8,352,OH,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06125333333333333,0.012783333333333334
L101082,282492.72,281390.24,6.145,728,75.2,34.9,4,356,AZ,Condo,Meridian Home Loans,Summit Loan Servicing,0.0657,0.008
L101083,248120.74,245367.16,8.087,686,71.4,43.0,16,344,NY,SFR,Highline Capital,Summit Loan Servicing,0.06,0.010006666666666667
L101084,252366.71,242263.9,6.045,689,82.5,42.9,37,323,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.10775000000000001,0.01081
L101085,210466.84,201847.74,6.71,756,89.7,35.3,42,318,IL,SFR,Apex Funding,Northgate Servicing,0.0745,0.008
L101086,148845.13,148079.76,5.881,651,62.3,30.5,5,355,GA,Condo,Highline Capital,Summit Loan Servicing,0.059324999999999996,0.011763333333333334
L101087,141454.19,137948.44,5.869,665,65.2,30.9,23,337,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.10335500000000002,0.01068
L101088,305173.49,282417.46,4.866,723,56.8,42.7,19,161,NY,SFR,Apex Funding,Summit Loan Servicing,0.12757666666666667,0.008
L101089,220390.22,210410.47,4.986,768,97.0,35.7,35,325,TX,SFR,Apex Funding,Summit Loan Servicing,0.1607,0.008
L101090,197080.76,194801.99,5.314,783,77.7,27.6,10,350,NY,Multifamily,Highline Capital,Northgate Servicing,0.0881,0.008
L101091,243525.51,238212.94,6.565,678,79.8,22.5,23,337,GA,SFR,Meridian Home Loans,Summit Loan Servicing,0.07667499999999998,0.01028
L101092,320688.74,309649.7,7.369,767,57.9,42.7,40,320,FL,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L101093,258623.18,236031.5,4.792,672,74.0,31.6,22,158,NY,SFR,Apex Funding,Summit Loan Servicing,0.14096,0.010906666666666667
L101094,192987.51,185070.76,5.906,815,80.1,38.6,37,323,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.11470000000000002,0.008
L101095,372951.08,359077.28,5.17,653,71.0,45.9,30,330,WA,SFR,Highline Capital,Pier Asset Mgmt,0.14150000000000001,0.01346
L101096,421980.73,409281.37,6.162,788,86.9,25.5,29,331,GA,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.10050333333333333,0.008
L101097,288685.99,285718.58,7.368,679,97.0,35.6,13,347,AZ,Condo,Meridian Home Loans,Summit Loan Servicing,0.06,0.012773333333333334
L101098,341390.49,323428.49,5.998,820,62.6,34.6,47,313,GA,SFR,Meridian Home Loans,Summit Loan Servicing,0.11009999999999999,0.008
L101099,375001.76,370695.26,6.357,748,61.7,39.0,12,348,CA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07286,0.008
L101100,360603.67,306438.17,7.71,659,63.5,45.9,44,136,FL,SFR,Apex Funding,Pier Asset Mgmt,0.049999999999999996,0.01211
L101101,301020.82,287273.06,6.812,686,93.3,25.4,47,313,OH,SFR,Apex Funding,Northgate Servicing,0.06939999999999999,0.011023333333333333
L101102,299365.79,271438.91,5.716,758,86.5,40.6,25,155,GA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.11349999999999999,0.008
L101103,291233.67,279274.57,6.543,773,72.4,44.3,41,319,AZ,SFR,Apex Funding,Summit Loan Servicing,0.08285,0.008
L101104,165368.54,158902.7,5.655,711,74.4,34.5,34,326,AZ,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.12724999999999997,0.008
L101105,310287.05,300036.91,6.778,717,64.2,34.9,35,325,GA,SFR,Coastal Mortgage Co,Northgate Servicing,0.07110000000000002,0.008
L101106,151064.94,150551.81,6.864,757,84.7,39.3,4,356,GA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.060906666666666665,0.008
L101107,183852.7,182334.83,5.17,722,69.4,38.8,7,353,FL,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.08135,0.008
L101108,383175.26,378109.75,6.558,644,70.9,40.7,4,176,FL,SFR,Apex Funding,Northgate Servicing,0.05294666666666666,0.014003333333333333
L101109,325812.41,325197.74,6.294,670,81.3,40.5,2,358,TX,SFR,Apex Funding,Pier Asset Mgmt,0.06235333333333333,0.01243
L101110,408639.82,393297.34,6.89,728,71.7,28.1,40,320,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.06550000000000002,0.008
L101111,220778.22,219158.25,7.148,782,71.2,43.9,9,351,NC,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L101112,162220.68,162083.18,6.83,804,74.1,45.3,1,359,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06028333333333333,0.008
L101113,223205.24,212265.73,6.127,758,83.5,37.5,45,315,IL,SFR,Apex Funding,Pier Asset Mgmt,0.10365000000000002,0.008
L101114,251628.97,248764.74,7.24,731,93.8,24.0,14,346,NC,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L101115,249607.77,238196.3,5.614,756,81.0,35.1,39,321,OH,SFR,Apex Funding,Summit Loan Servicing,0.12930000000000003,0.008
L101116,361055.93,339869.68,5.212,678,83.6,37.6,46,314,NC,SFR,Meridian Home Loans,Northgate Servicing,0.14940000000000003,0.011666666666666667
L101117,213962.35,205277.19,3.524,707,71.6,26.8,25,335,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.18500000000000003,0.008
L101118,274638.8,261983.82,6.337,670,65.5,33.1,44,316,FL,2-4 Unit,Highline Capital,Northgate Servicing,0.09315000000000001,0.010356666666666667
L101119,171781.83,162435.95,5.661,646,81.8,24.7,46,314,NC,Condo,Apex Funding,Summit Loan Servicing,0.11695000000000001,0.013826666666666668
L101120,284250.46,282510.84,6.758,733,76.1,40.9,7,353,FL,SFR,Highline Capital,Pier Asset Mgmt,0.06282333333333333,0.008
L101121,243065.93,240850.67,4.626,725,56.9,37.3,7,353,FL,SFR,Apex Funding,Pier Asset Mgmt,0.08769666666666666,0.008
L101122,186757.33,183146.07,5.818,753,70.1,22.8,18,342,GA,SFR,Highline Capital,Northgate Servicing,0.09546000000000002,0.008
L101123,223565.5,218044.98,6.823,745,73.0,38.8,27,333,NC,SFR,Apex Funding,Northgate Servicing,0.06796499999999998,0.008
L101124,227644.05,217575.05,5.473,728,67.9,35.5,37,323,FL,Condo,Apex Funding,Summit Loan Servicing,0.13635000000000003,0.008
L101125,220895.65,219151.0,6.768,746,91.8,40.1,9,351,CA,SFR,Apex Funding,Pier Asset Mgmt,0.06348,0.008
L101126,451336.94,435332.52,5.899,713,79.8,32.9,10,170,AZ,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.07835,0.008
L101127,234578.11,231191.91,6.37,738,90.5,29.6,15,345,NY,SFR,Coastal Mortgage Co,Northgate Servicing,0.07575,0.008
L101128,222935.19,220444.2,6.936,675,77.2,29.8,13,347,NC,Condo,Meridian Home Loans,Pier Asset Mgmt,0.061386666666666666,0.010806666666666668
L101129,116528.62,111850.75,7.258,735,75.0,31.7,45,315,TX,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L101130,177553.53,174340.31,6.483,752,62.8,36.2,19,341,NY,Condo,Meridian Home Loans,Summit Loan Servicing,0.07637166666666667,0.008
L101131,221443.84,210846.43,5.667,678,74.1,37.2,41,319,NC,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.12665,0.01069
L101132,190985.27,190410.72,5.988,718,74.2,34.5,3,357,TX,2-4 Unit,Highline Capital,Northgate Servicing,0.06505999999999999,0.008
L101133,393799.69,392158.13,6.973,681,57.6,32.6,5,355,NY,SFR,Coastal Mortgage Co,Northgate Servicing,0.060225,0.008433333333333334
L101134,229182.01,218760.99,5.481,686,67.5,33.2,38,322,AZ,SFR,Apex Funding,Northgate Servicing,0.13595000000000002,0.008963333333333334
L101135,381152.75,376678.0,6.24,653,70.1,55.0,12,348,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.0652,0.013976666666666665
L101136,248102.35,247116.95,6.053,785,79.0,29.8,4,356,NY,2-4 Unit,Highline Capital,Northgate Servicing,0.06631333333333334,0.008
L101137,245985.96,239042.01,6.307,774,79.5,31.5,28,332,TX,SFR,Meridian Home Loans,Northgate Servicing,0.09233999999999998,0.008
L101138,235371.7,233540.6,5.492,745,67.0,55.0,7,353,CA,Multifamily,Highline Capital,Northgate Servicing,0.07759333333333333,0.008
L101139,243124.44,240323.29,4.733,820,79.6,39.4,3,177,GA,SFR,Apex Funding,Pier Asset Mgmt,0.071335,0.008
L101140,443112.18,435238.42,6.869,705,71.8,25.0,20,340,NC,Condo,Highline Capital,Northgate Servicing,0.06436666666666667,0.008
L101141,107811.14,105459.03,7.268,820,39.6,42.7,26,334,GA,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L101142,120506.5,108467.12,4.787,702,68.2,28.7,25,155,IL,Multifamily,Highline Capital,Northgate Servicing,0.15220833333333333,0.008
L101143,200764.97,195521.58,6.732,729,86.9,43.3,28,332,CA,SFR,Highline Capital,Pier Asset Mgmt,0.07250666666666665,0.008
L101144,244039.35,243666.82,7.375,693,53.8,34.3,2,358,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L101145,309135.99,305405.26,6.936,735,75.4,32.5,14,346,CA,2-4 Unit,Apex Funding,Summit Loan Servicing,0.06149333333333333,0.008
L101146,286524.84,281500.16,6.025,761,93.0,48.9,17,343,IL,SFR,Apex Funding,Pier Asset Mgmt,0.087625,0.008
L101147,212248.69,208928.64,5.551,709,64.9,40.5,14,346,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.09381,0.008
L101148,346856.11,337720.87,6.473,813,74.0,43.8,27,333,CA,2-4 Unit,Apex Funding,Summit Loan Servicing,0.08371500000000001,0.008
L101149,348212.56,344736.97,6.623,728,58.4,39.5,11,349,NC,2-4 Unit,Apex Funding,Summit Loan Servicing,0.06691166666666666,0.008
L101150,258957.76,251334.79,6.486,730,93.5,32.4,30,330,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.08570000000000001,0.008
L101151,340077.96,324134.52,6.238,665,73.0,40.9,44,316,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.09809999999999998,0.012126666666666668
L101152,267112.67,256929.87,5.426,738,74.6,45.7,32,328,IL,SFR,Apex Funding,Pier Asset Mgmt,0.1387,0.008
L101153,199482.33,196067.83,6.78,708,90.3,37.1,19,341,CA,SFR,Highline Capital,Pier Asset Mgmt,0.06696666666666666,0.009303333333333334
L101154,309971.58,304122.11,6.824,682,81.9,50.4,21,339,AZ,SFR,Meridian Home Loans,Northgate Servicing,0.06616,0.01195
L101155,252385.91,245608.83,6.581,672,63.5,42.8,28,332,AZ,SFR,Highline Capital,Pier Asset Mgmt,0.07955333333333331,0.010603333333333334
L101156,242915.51,234477.73,6.5,820,66.2,37.7,35,325,WA,SFR,Highline Capital,Northgate Servicing,0.08499999999999999,0.008
L101157,406579.09,402214.6,7.911,701,79.9,38.0,15,345,NC,SFR,Highline Capital,Northgate Servicing,0.06,0.009023333333333335
L101158,102970.18,102758.22,5.838,635,66.5,37.1,2,358,NY,2-4 Unit,Meridian Home Loans,Northgate Servicing,0.053873333333333336,0.014223333333333334
L101159,147828.86,131039.82,7.553,677,48.6,26.0,34,146,NC,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L101160,160255.6,140823.73,5.739,712,73.4,35.3,32,148,AZ,SFR,Coastal Mortgage Co,Northgate Servicing,0.12305,0.008
L101161,213813.36,212993.57,7.398,745,56.2,37.8,5,355,GA,Multifamily,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101162,222100.92,216690.74,7.51,746,93.4,32.7,30,330,AZ,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101163,143262.81,142702.73,6.136,752,76.1,38.7,4,356,WA,SFR,Apex Funding,Northgate Servicing,0.06576,0.008
L101164,171990.53,154801.78,7.895,680,63.1,36.2,31,149,AZ,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.06,0.009323333333333335
L101165,179639.15,173752.11,6.822,734,65.6,42.2,35,325,GA,SFR,Highline Capital,Northgate Servicing,0.06889999999999999,0.008
L101166,573835.72,573220.51,5.61,667,51.3,41.3,1,359,IL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.062316666666666666,0.009783333333333333
L101167,456164.92,439034.58,6.063,681,60.8,37.3,35,325,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.10685000000000001,0.009066666666666667
L101168,210215.34,209249.16,7.419,665,86.2,25.1,6,354,OH,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.012393333333333333
L101169,213789.22,211532.48,7.231,650,97.0,50.3,13,347,FL,Condo,Highline Capital,Northgate Servicing,0.049999999999999996,0.016653333333333332
L101170,162393.65,155810.72,5.448,774,82.7,34.9,34,326,CA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.1376,0.008
L101171,124511.62,122427.04,6.275,753,72.9,35.4,17,343,OH,2-4 Unit,Apex Funding,Northgate Servicing,0.08054166666666665,0.008
L101172,233069.49,222254.95,6.583,769,68.8,33.3,46,314,FL,SFR,Apex Funding,Northgate Servicing,0.08084999999999999,0.008
L101173,171228.09,162565.32,5.943,717,62.5,32.1,45,315,WA,SFR,Coastal Mortgage Co,Northgate Servicing,0.11285000000000002,0.008
L101174,235696.99,227799.28,8.522,758,97.0,48.4,47,313,CA,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101175,138680.49,138060.13,6.61,618,71.7,47.1,5,355,WA,SFR,Highline Capital,Summit Loan Servicing,0.05325,0.01711
L101176,185964.1,184371.23,6.344,762,97.0,39.6,9,351,NC,Multifamily,Highline Capital,Northgate Servicing,0.06984,0.008
L101177,255766.32,254004.96,7.472,725,90.7,35.1,9,351,NY,Condo,Apex Funding,Northgate Servicing,0.06,0.008
L101178,276004.75,267873.43,6.071,749,53.1,41.0,28,332,CA,Condo,Coastal Mortgage Co,Northgate Servicing,0.10335333333333335,0.008
L101179,281001.47,276161.87,7.307,736,66.0,36.6,21,339,OH,Condo,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101180,152944.27,145699.45,4.899,661,66.0,34.5,36,324,TX,SFR,Highline Capital,Summit Loan Servicing,0.16505,0.0114
L101181,327466.16,322743.89,5.992,633,73.0,38.7,14,346,CA,SFR,Meridian Home Loans,Northgate Servicing,0.07352,0.01518
L101182,183491.92,182047.71,7.344,676,73.3,32.5,10,350,AZ,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.010496666666666666
L101183,303003.69,272533.41,7.813,746,97.0,38.0,31,149,NC,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101184,241899.22,233705.2,5.704,753,61.1,37.6,30,330,TX,SFR,Apex Funding,Summit Loan Servicing,0.12480000000000001,0.008
L101185,149981.07,144247.05,5.599,640,76.7,40.8,33,327,NY,SFR,Apex Funding,Summit Loan Servicing,0.12005,0.01499
L101186,217364.47,214532.17,6.911,661,81.4,31.0,15,345,NC,Condo,Apex Funding,Summit Loan Servicing,0.06222500000000001,0.012706666666666668
L101187,275923.05,268412.47,5.839,675,74.0,41.7,25,335,NC,SFR,Meridian Home Loans,Northgate Servicing,0.10837499999999999,0.01128
L101188,300901.39,286596.9,6.158,695,75.3,28.7,44,316,NY,SFR,Meridian Home Loans,Summit Loan Servicing,0.10209999999999998,0.008543333333333333
L101189,231111.19,208468.85,7.189,640,61.5,31.4,29,151,IL,SFR,Highline Capital,Northgate Servicing,0.049999999999999996,0.012843333333333333
L101190,415036.86,394441.64,5.91,637,75.3,31.8,44,316,CA,SFR,Apex Funding,Summit Loan Servicing,0.1045,0.01455
L101191,345458.84,316364.32,4.631,670,80.1,27.4,21,159,CA,SFR,Apex Funding,Northgate Servicing,0.142915,0.011436666666666666
L101192,221941.93,221171.86,5.229,720,77.9,44.1,3,357,WA,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.068855,0.008
L101193,315698.41,304201.87,6.409,650,80.8,28.2,36,324,FL,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.07955000000000001,0.01356
L101194,477742.77,463889.85,4.723,709,91.0,30.4,22,338,WA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.14349,0.008826666666666667
L101195,482226.7,481288.36,6.133,773,85.2,46.0,2,358,CA,Condo,Apex Funding,Summit Loan Servicing,0.06289,0.008
L101196,157976.26,156666.51,5.147,643,74.9,31.4,7,353,WA,Condo,Apex Funding,Summit Loan Servicing,0.07161833333333334,0.013883333333333334
L101197,175556.01,173658.47,7.876,704,59.9,34.5,15,345,IL,Condo,Meridian Home Loans,Northgate Servicing,0.06,0.008
L101198,408285.34,397699.53,8.349,771,66.8,27.9,9,171,OH,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101199,167644.62,161064.0,5.448,692,71.4,42.7,33,327,OH,2-4 Unit,Highline Capital,Summit Loan Servicing,0.1376,0.009386666666666668
L101200,152834.45,148610.86,6.631,683,77.0,42.8,29,331,NY,SFR,Apex Funding,Summit Loan Servicing,0.07783499999999999,0.010853333333333333
L101201,204808.78,201120.25,5.536,779,68.3,41.9,16,344,AZ,SFR,Highline Capital,Northgate Servicing,0.09904000000000002,0.008
L101202,281272.53,277414.5,6.122,698,62.8,40.3,4,176,NY,SFR,Apex Funding,Pier Asset Mgmt,0.06585333333333333,0.008
L101203,234253.97,231524.42,8.023,776,59.7,36.6,4,176,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101204,193358.79,183638.47,5.98,739,54.2,31.8,45,315,WA,Multifamily,Highline Capital,Northgate Servicing,0.11099999999999999,0.008
L101205,191764.94,188474.67,6.143,696,71.2,29.5,17,343,OH,SFR,Apex Funding,Summit Loan Servicing,0.08428166666666667,0.008086666666666667
L101206,189223.1,187978.2,5.552,741,56.4,46.3,6,354,AZ,SFR,Meridian Home Loans,Northgate Servicing,0.07448,0.008
L101207,178469.26,173405.44,7.432,733,62.0,42.1,34,326,NY,Multifamily,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L101208,539593.58,502666.11,3.5,771,69.3,30.5,41,319,TX,Condo,Apex Funding,Northgate Servicing,0.21000000000000002,0.008
L101209,269447.51,267818.15,6.001,685,58.0,36.3,6,354,GA,SFR,Coastal Mortgage Co,Northgate Servicing,0.06999,0.00832
L101210,331162.9,315573.73,6.359,717,78.6,33.6,45,315,TX,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.09204999999999999,0.008
L101211,204602.2,196561.13,5.805,712,82.9,27.0,35,325,GA,SFR,Highline Capital,Pier Asset Mgmt,0.11975000000000002,0.008
L101212,227502.19,225268.9,7.177,754,67.4,37.4,12,348,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L101213,189142.52,183300.14,7.482,659,68.8,32.7,37,323,TX,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.049999999999999996,0.01176
L101214,95980.67,93634.82,5.129,771,80.4,28.4,20,340,WA,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.12236666666666668,0.008
L101215,149895.96,146744.02,8.284,741,65.4,24.2,30,330,GA,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L101216,128834.44,127916.15,5.119,643,64.6,23.5,6,354,CA,SFR,Highline Capital,Northgate Servicing,0.06881000000000001,0.012326666666666666
L101217,110478.44,109471.9,7.56,781,88.4,33.0,12,348,AZ,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101218,159791.38,153927.83,6.535,820,84.6,35.3,37,323,CA,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.08324999999999999,0.008
L101219,386054.75,369865.31,5.947,770,81.2,29.0,38,322,NC,SFR,Apex Funding,Northgate Servicing,0.11265,0.008
L101220,239054.62,238818.09,6.032,793,85.1,41.2,1,359,GA,SFR,Highline Capital,Pier Asset Mgmt,0.06161333333333333,0.008
L101221,381435.6,377440.8,6.37,720,50.3,35.5,11,349,AZ,Multifamily,Highline Capital,Pier Asset Mgmt,0.07154999999999999,0.008
L101222,280363.96,272554.84,6.588,624,90.2,40.6,29,331,NY,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.06991333333333334,0.017926666666666667
L101223,319302.94,302935.26,5.572,614,78.7,34.5,43,317,TX,SFR,Meridian Home Loans,Northgate Servicing,0.12140000000000002,0.017370000000000003
L101224,177138.3,171237.97,6.189,729,86.1,29.7,32,328,NY,SFR,Apex Funding,Summit Loan Servicing,0.10055,0.008
L101225,291671.32,253821.51,5.706,682,78.6,36.9,34,146,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.12469999999999998,0.01072
L101226,313341.83,306308.19,5.306,665,74.6,25.9,19,341,WA,Condo,Coastal Mortgage Co,Northgate Servicing,0.11364333333333332,0.011286666666666665
L101227,198426.38,197791.68,5.664,712,70.7,40.3,3,357,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.06668,0.008
L101228,295327.19,253572.3,5.365,749,78.4,28.5,36,144,NY,Condo,Highline Capital,Northgate Servicing,0.14175,0.008
L101229,296015.09,253598.73,6.022,635,70.3,43.3,38,142,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.0989,0.015016666666666668
L101230,200317.04,196511.94,6.789,690,84.4,33.3,21,339,NY,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.06738500000000001,0.01026
L101231,163903.16,160122.78,6.509,798,55.0,44.5,24,336,FL,SFR,Coastal Mortgage Co,Northgate Servicing,0.07963999999999999,0.008
L101232,160420.71,159126.97,8.177,656,67.5,27.0,12,348,OH,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.049999999999999996,0.01155
L101233,250265.33,227778.9,4.411,763,97.0,30.6,22,158,IL,SFR,Highline Capital,Northgate Servicing,0.15493,0.008
L101234,272243.85,269382.13,6.822,688,66.5,39.0,12,348,GA,SFR,Apex Funding,Summit Loan Servicing,0.06355999999999999,0.00905
L101235,183986.19,180420.99,6.406,745,71.1,45.4,20,340,IL,SFR,Apex Funding,Northgate Servicing,0.07980000000000001,0.008
L101236,245071.4,243677.32,7.134,775,63.4,49.3,7,353,NC,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008
L101237,296466.04,288875.44,7.045,756,78.0,36.3,29,331,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L101238,301452.2,297921.13,6.252,765,65.2,50.7,12,348,AZ,Condo,Meridian Home Loans,Pier Asset Mgmt,0.07496,0.008
L101239,417967.12,365267.54,6.555,652,71.8,33.7,35,145,NY,2-4 Unit,Apex Funding,Summit Loan Servicing,0.07225000000000002,0.012826666666666667
L101240,379626.55,369088.7,5.73,776,84.2,44.8,25,335,GA,SFR,Apex Funding,Pier Asset Mgmt,0.11291666666666667,0.008
L101241,171022.09,164134.29,6.952,668,65.6,28.5,43,317,TX,SFR,Highline Capital,Pier Asset Mgmt,0.0624,0.01026
L101242,437685.18,431461.0,4.709,729,83.5,39.4,11,349,CA,SFR,Highline Capital,Summit Loan Servicing,0.10200166666666667,0.008
L101243,201623.67,199440.36,7.099,729,83.9,17.3,13,347,GA,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L101244,350005.97,346003.19,6.379,742,86.7,27.0,12,348,TX,SFR,Meridian Home Loans,Summit Loan Servicing,0.07242000000000001,0.008
L101245,248648.45,240603.67,5.962,734,75.7,39.7,30,330,WA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.11190000000000001,0.008
L101246,210185.91,208959.92,6.191,669,97.0,25.5,6,354,WA,SFR,Highline Capital,Summit Loan Servicing,0.06809,0.0131
L101247,128966.26,124578.26,6.257,641,86.7,39.4,33,327,NY,SFR,Highline Capital,Northgate Servicing,0.08715000000000002,0.015796666666666667
L101248,228651.07,198407.56,7.568,763,77.9,43.3,39,141,FL,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L101249,140676.17,138071.72,9.31,725,63.5,32.0,32,328,GA,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L101250,340630.89,338827.07,7.498,778,72.8,28.2,7,353,FL,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101251,412865.61,402204.32,5.891,713,91.1,32.2,24,336,OH,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.10436000000000001,0.008556666666666666
L101252,183704.02,179463.64,6.967,638,94.5,28.3,26,334,TX,SFR,Meridian Home Loans,Summit Loan Servicing,0.05143000000000001,0.016136666666666667
L101253,269868.41,265442.36,7.006,768,91.7,35.2,19,341,IL,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101254,188360.5,183656.54,5.567,695,83.4,36.8,22,338,TX,SFR,Apex Funding,Pier Asset Mgmt,0.11254333333333333,0.009893333333333334
L101255,194858.78,186187.04,5.265,734,58.9,33.6,36,324,OH,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.14675000000000002,0.008
